rollout/ep_len_mean,rollout/ep_rew_mean,time/total_timesteps,time/time_elapsed,time/episodes,time/fps,train/actor_loss,train/n_updates,train/ent_coef,train/learning_rate,train/ent_coef_loss,train/critic_loss
39.31,89.39611393000001,8782,205,232,42,-494.1398499686763,7757,0.08574430250896597,0.000781725,-4.2299991834838435,99.15261768844893
39.4,94.15557907000002,8939,209,236,42,-472.9413882524539,7925,0.08083550058878385,0.000777525,-5.912156106569828,58.62134825877654
39.45,97.37592430000001,9084,213,240,42,-448.0835136644768,8074,0.07587557286024094,0.0007738,-7.0174616466869,48.942004001501836
39.46,99.57966231,9235,217,244,42,-427.39272537231443,8223,0.0742107205092907,0.0007700750000000001,-2.7137620717287065,48.49050703048706
40.03,102.22356089,9422,221,248,42,-406.64892133076984,8399,0.07036115896577637,0.0007656750000000001,-0.4268841817975044,40.989508390426636
40.81,108.66291615,9638,227,252,42,-380.76026051839193,8623,0.06950999225179354,0.000760075,-2.0149184157450994,38.75643094380697
40.78,108.67469976999999,9804,231,256,42,-370.48808193206787,8797,0.06670099566690624,0.000755725,-7.083176167681813,33.90199154615402
40.5,108.20249739,9961,235,260,42,-355.1502529410429,8944,0.06195655664385751,0.00075205,-2.6389222976773286,33.15249052713084
40.44,109.42157697,10125,239,264,42,-341.7261032831101,9110,0.059698151069737616,0.0007479,-0.4522207152275812,29.888667333693732
40.06,113.70804824999998,10260,243,268,42,-329.5176304408482,9251,0.05936898597116981,0.000744375,-6.292147538491657,30.105343682425364
39.53,115.11145135999999,10383,247,272,41,-318.7974017107928,9384,0.05858362093567848,0.00074105,-0.1782661411497328,53.447431069833264
39.65,113.55163810000002,10548,251,276,41,-309.3346016623757,9536,0.056185640902681785,0.00073725,-3.37417464771054,28.637971878051758
39.86,117.76353117,10712,255,280,41,-297.47004662490474,9703,0.05489235107855099,0.0007330749999999999,6.591190346857396,35.6516737123815
39.81,120.73511473,10863,259,284,41,-283.7032760228866,9852,0.054759350342628285,0.0007293499999999999,-2.8088263808152614,30.546443450145233
39.86,122.4144792,11011,263,288,41,-277.22606070382255,9999,0.05322513367448534,0.0007256750000000001,-1.6735643710408892,24.234854180472237
39.94,123.48101628,11182,267,292,41,-268.63817428961033,10164,0.051738059011901295,0.0007215500000000001,-1.7760181601454572,21.55470513134468
40.22,126.35070522,11372,272,296,41,-256.74479217529296,10353,0.050000620856881145,0.000716825,-1.4526647806167603,20.92384120941162
40.29,129.18469844,11530,276,300,41,-252.4310103196364,10517,0.0485327708033415,0.0007127250000000001,-2.6657825815371976,19.183923745766663
40.56,133.76400408,11700,280,304,41,-241.81928253173828,10683,0.04774280710388785,0.0007085749999999999,1.0572436374166738,18.922705339348834
40.58,138.04777334,11880,285,308,41,-233.5876922607422,10871,0.04719290440512258,0.0007038750000000001,-1.0433121787947277,17.485617216243302
40.57,140.12285057,12048,289,312,41,-226.36687599740378,11037,0.04549099604894475,0.0006997249999999999,-0.28082041769492916,16.05843557962557
40.51,140.78706235,12200,293,316,41,-220.58439401479868,11184,0.04390826009404965,0.00069605,1.4156167109807332,15.58998222840138
41.11,146.12867064999998,12412,299,320,41,-211.62850745948586,11401,0.043808496078929386,0.000690625,0.7463136347564491,15.282288551330566
40.93,148.97723618,12555,303,324,41,-205.1047352382115,11543,0.04403462571402391,0.000687075,-2.0874996327218556,24.816072554815385
41.21,148.65628708999998,12704,307,328,41,-201.910729257684,11690,0.044095435718956744,0.0006834,2.9458200680582145,15.020986757780376
40.75,150.65799595000001,12857,311,332,41,-200.04181722005208,11843,0.043730422440502376,0.0006795750000000001,2.083232918050554,16.37575259738498
40.58,151.80828439999996,12997,316,336,41,-197.60902218702364,11975,0.04303429720968735,0.0006762749999999999,-4.909541499323961,18.52350960708246
41.06,154.32110998000002,13190,321,340,41,-193.9647934857537,12168,0.04181208461523056,0.00067145,-1.2130544863495172,15.112903520172717
41.61,158.44808709,13396,326,344,41,-189.77786522580865,12369,0.04010371680845294,0.0006664250000000001,-0.3179124452565846,12.448711027178849
41.53,160.08936263,13575,330,348,41,-183.77690505981445,12555,0.03976509980857372,0.000661775,2.2646319299936293,12.126922369003296
41.27,156.89100735,13765,335,352,40,-179.76968383789062,12745,0.03910378493527149,0.000657025,2.1491679118034686,11.42006029981248
41.39,160.83820751999997,13943,341,356,40,-173.81483232214094,12939,0.03890542487831826,0.000652175,1.7701837807259662,12.583897732673808
41.65,165.96156260000004,14126,346,360,40,-171.91082652698864,13117,0.03949076675555923,0.000647725,1.050530940836126,13.384525819258256
41.11,168.77231331,14236,349,364,40,-170.14153263486665,13236,0.039114396376856445,0.0006447499999999999,2.4986420212120843,14.726022720336914
40.8,168.97577051999997,14340,352,368,40,-172.04696533203125,13340,0.039292074739933014,0.00064215,0.6529389548301697,13.938069763183593
40.77,172.43409031000002,14460,355,372,40,-171.13142790617766,13457,0.039677380549686926,0.000639225,-7.482383072376251,12.800847901238335
40.22,175.37662374000004,14570,358,376,40,-166.79465300461342,13567,0.03883048904867008,0.0006364750000000001,0.8549693504284168,19.007951736450195
40.73,178.50452886,14785,363,380,40,-168.1547966003418,13756,0.03739858542879423,0.00063175,-3.871041285494963,12.964570939540863
41.72,182.66165170000005,15035,370,384,40,-164.91045795787466,14003,0.03713671174464804,0.000625575,-0.6939077991427798,10.503066359144269
42.35,187.01969651000002,15246,376,388,40,-160.2087068910952,14221,0.037798763149314456,0.000620125,2.997362145671138,9.53034645539743
42.75,190.53612691,15457,381,392,40,-162.1456859295185,14429,0.038321358151733875,0.000614925,-4.3231035218789025,10.08098578453064
42.9,193.32104681999994,15662,386,396,40,-161.11857141767229,14637,0.03760754955666406,0.0006097250000000001,0.3780602493456432,10.30253746679851
43.4,195.45309423999998,15870,392,400,40,-161.72173258463542,14847,0.03727907331453429,0.000604475,-3.406913713614146,9.897886180877686
43.59,197.84196971999998,16059,397,404,40,-161.49788784450953,15039,0.036744620982143615,0.0005996749999999999,-2.129838713010152,10.501805029975044
43.54,199.75080804,16234,402,408,40,-159.19184835333573,15216,0.03601873313125811,0.0005952500000000001,0.057088189219173635,10.633231326153403
43.49,202.07300194000004,16397,407,412,40,-156.8563658396403,15383,0.03544473291064302,0.000591075,-2.120200681189696,8.431597789128622
44.17,204.45619768000003,16617,413,416,40,-155.94923349154197,15589,0.035512469203795416,0.000585925,1.7697781910330563,9.06771183013916
44.13,204.23934726000005,16825,419,420,40,-152.28825143667368,15792,0.03578484509713375,0.0005808499999999999,-1.7507199794054031,8.264347544083229
44.94,208.88455947,17049,425,424,40,-149.08804779052736,16018,0.03511318169534206,0.0005752,4.076565001010895,7.6541059207916256
45.73,209.79246043999999,17277,431,428,40,-147.96217697385757,16246,0.03545197241363071,0.0005695,-2.1814657733553933,7.3878711972917825
46.3,211.8693167,17487,437,432,39,-147.26673177083333,16465,0.03503553147117297,0.000564025,-0.810100973976983,7.277585019005669
46.9,213.92262742999995,17687,443,436,39,-142.64182891845704,16667,0.03325273975729942,0.000558975,-0.5322663927078247,7.0398443412780765
46.94,215.95822732,17884,448,440,39,-141.97437784623128,16856,0.03267503560197597,0.0005542500000000001,-2.4974085615605723,7.782477378845215
46.77,219.60151856000002,18073,453,444,39,-140.38791955035666,17054,0.032981188643885696,0.0005493000000000001,4.3544628927889075,7.673933267593384
46.67,224.04224848999993,18242,458,448,39,-138.9527385622956,17230,0.03297185507971187,0.0005449,-1.4213550797728605,7.040957617205243
46.36,228.11636983000005,18401,462,452,39,-137.1856115129259,17389,0.0324731817882922,0.000540925,2.3345594704151154,7.156670437918769
46.23,229.70425106,18566,467,456,39,-138.08851042247954,17545,0.03261609907661166,0.000537025,1.2243949941226415,6.622515950884138
46.48,229.61070488999997,18774,472,460,39,-135.21069381713866,17749,0.03262143202126026,0.000531925,-0.7112497282028198,7.321201553344727
47.65,233.22320504999996,19001,478,464,39,-135.69103879061612,17962,0.03225754011761058,0.0005266,0.6910939471288161,6.302492427825928
49.25,239.35437356000003,19265,485,468,39,-134.39788330925836,18233,0.032283313727627196,0.000519825,0.5701946922474437,6.2975006169743
50.57,239.66005927000003,19517,492,472,39,-133.62295639820587,18495,0.03221329258611569,0.0005132749999999999,-1.2743997864234142,6.645544088803804
51.7,242.52724067000003,19740,498,476,39,-134.87782965766058,18717,0.03275403118243924,0.000507725,-1.4437017727781225,5.998486677805583
51.49,243.00058497,19934,504,480,39,-134.65243335480386,18919,0.03257776471845647,0.000502675,-3.381132612837122,5.740711577395175
51.11,242.63885205,20146,509,484,39,-132.421601051508,19100,0.03218870653316032,0.0004981499999999999,-0.8697885316471721,6.313453851744186
50.81,243.2602503,20327,514,488,39,-131.7880482673645,19303,0.032247314850489296,0.000493075,0.5154794454574585,6.053970416386922
51.01,246.06912451000005,20558,519,492,39,-132.2855519104004,19502,0.031972960233688355,0.0004881,-1.1245816135406494,6.353849229812622
50.81,247.91726262000003,20743,526,496,39,-130.85168246005443,19725,0.03279865961125557,0.000482525,1.473815623750078,6.26644943115559
51.45,254.77776283,21015,533,500,39,-133.5239887943974,19985,0.03268049689538685,0.00047602500000000004,-3.190545817584167,5.952213293240394
51.66,256.58083948999996,21225,538,504,39,-131.61738727710866,20190,0.03200986077664075,0.0004709,-1.9823127874621638,5.700360006756252
52.14,257.90936207999994,21448,544,508,39,-130.35187758060923,20416,0.031513404754693046,0.00046525000000000006,-2.0744390560869586,5.714291296507183
